"Measurements (Sera in Rows/Viruses in Columns)","A/AUCKLAND/20/2003","A/AUCKLAND/5/96","A/BANGKOK/1/97","A/BEIJING/32/92","A/BRISBANE/10/2007","A/BRISBANE/22/94","A/BRISBANE/22/96","A/BRISBANE/3/2005","A/BRISBANE/342/2003","A/BRISBANE/5/2002","A/CALIFORNIA/7/2004","A/CANBERRA/1/96","A/CANBERRA/9/97","A/CHRISTCHURCH/1/96","A/CHRISTCHURCH/68/99","A/FUJIAN/140/2000","A/FUJIAN/411/2002","A/FUKUOKA/55/2002","A/JOHANNESBURG/33/94","A/NANCHANG/933/95","A/NEW_YORK/55/2004","A/NEWCALEDONIA/12/2004","A/PANAMA/2007/99","A/PERTH/16/2009","A/PERTH/27/2007","A/PERTH/5/97","A/PERTH/9/97","A/PHILIPPINES/427/2002_MDCK","A/PHILIPPINES/472/2002_EGG","A/SHANGDONG/9/93","A/SINGAPORE/37/2004","A/SOUTH_AUSTRALIA/53/2001","A/SOUTH_AUSTRALIA/84/2002","A/SYDNEY/228/2000","A/SYDNEY/5/97","A/TASMANIA/1/97","A/TOWNSVILLE/2/99","A/TOWNSVILLE/36/2003","A/TOWNSVILLE/4/2002","A/URUGUAY/716/2007","A/VICTORIA/1/93","A/VICTORIA/110/2004","A/VICTORIA/208/2009","A/VICTORIA/361/2011","A/VICTORIA/47/97","A/VICTORIA/500/2009","A/VICTORIA/507/98","A/VICTORIA/523/2004","A/VICTORIA/577/99","A/VICTORIA/8/2010","A/VICTORIA/9/94","A/WELLINGTON/1/2004","A/WELLINGTON/1/94","A/WELLINGTON/25/93","A/WELLINGTON/48/96","A/WELLINGTON/96/93","A/WISCONSIN/67/2005","A/WUHAN/359/95","A/WYOMING/3/2003","BI/16190/68","BI/1761/76","BI/21793/72","BI/2271/76","HN196/2009","HN201/2009","HN206/2009","NL/179/93","NL/213/03","NL/233/82","NL/301/99","NL/620/89","NL/823/92","RG145K_NL/178/95","VN015/EL134/2008","VN016/EL135/2008","VN017/EL140/2008","VN018/EL204/2009","VN019/EL442/2010","VN020/EL443/2010","VN021/EL444/2010","VN053/2010"
"Subject67Year2012_TableS3","*",5,"*","*","*","*","*","*","*","*","*","*","*","*","*",10,20,"*","*","*",10,"*","*",5,"*","*",20,40,"*","*","*","*",20,"*","*",5,5,"*","*","*",20,"*","*",5,5,5,"*","*","*","*","*","*","*","*","*",10,"*","*",20,5,10,5,20,"*","*","*",20,"*",10,"*",40,5,20,10,"*","*","*","*","*",20,"*"
"Subject68Year2010_TableS3","*","*","*",5,80,"*","*",160,"*","*","*",5,"*",5,"*","*","*","*",5,5,40,"*",5,80,"*","*","*",40,80,"*","*","*","*","*",10,5,5,"*","*",40,"*","*",80,40,"*","*","*",80,"*",80,"*",160,"*",5,"*","*",320,"*",40,"*","*","*","*",40,80,80,5,"*","*",40,"*","*",5,320,160,40,80,160,80,160,320
"Subject68Year2011_TableS3","*","*","*",5,40,"*","*",80,"*","*","*",5,"*",5,"*","*","*","*",5,5,40,"*",5,80,"*","*","*",20,10,"*","*","*","*","*",5,5,5,"*","*",40,"*","*",40,20,"*","*","*",40,"*",40,"*",80,"*",5,"*","*",160,"*",20,"*","*","*","*",40,40,40,5,"*","*",5,"*","*",5,320,80,40,40,80,40,160,160
"Subject68Year2012_TableS3","*",5,"*","*","*","*","*","*","*","*","*","*","*","*","*",5,40,"*","*","*",40,"*","*",40,"*","*",5,80,"*","*","*","*",20,"*","*",5,5,"*","*","*",5,"*","*",20,"*",20,"*","*","*","*","*","*","*","*","*",5,"*","*",20,5,5,5,5,"*","*","*",5,"*",5,"*",5,5,5,80,"*","*","*","*","*",160,"*"
"Subject69Year2011_TableS3","*","*","*",5,40,"*","*",40,"*","*","*",5,"*",20,"*","*","*","*",5,5,10,"*",20,5,"*","*","*",80,80,"*","*","*","*","*",80,5,40,"*","*",5,"*","*",20,5,"*","*","*",5,"*",5,"*",40,"*",10,"*","*",40,"*",80,"*","*","*","*",20,20,5,5,"*","*",80,"*","*",20,80,80,5,5,10,10,40,40
"Subject258Age29_Pre_TableS5",5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,320,20,160,5,"*","*","*",5,5,5,5,5,5,5,"*","*","*","*","*","*","*","*"
"Subject548Age74_Pre_TableS5",5,20,20,160,5,160,80,5,5,5,5,160,5,160,5,5,5,5,80,40,5,5,5,5,5,80,80,5,5,80,5,5,5,5,5,5,5,5,5,5,40,5,5,5,40,5,5,5,5,5,160,5,160,160,80,80,5,20,5,5,5,5,80,"*","*","*",160,5,80,5,320,80,80,"*","*","*","*","*","*","*","*"
"Subject61Age19_Pre_TableS5",5,40,40,160,5,160,160,5,10,10,5,160,40,160,5,5,10,5,40,80,5,5,5,5,5,160,320,10,10,80,5,5,10,5,20,80,5,5,5,5,10,5,5,5,80,5,10,5,5,5,160,5,160,160,160,160,5,80,10,5,5,5,80,"*","*","*",160,10,320,5,640,320,160,"*","*","*","*","*","*","*","*"
"Subject147Age18_Pre_TableS5",5,5,10,40,5,160,40,5,5,5,5,20,10,80,5,5,5,5,10,20,5,5,5,5,5,80,80,5,5,40,5,5,5,5,10,40,5,5,5,5,80,5,5,5,40,5,5,5,5,5,80,5,80,160,80,40,5,10,5,5,10,5,80,"*","*","*",40,5,160,5,320,160,40,"*","*","*","*","*","*","*","*"
"Subject150Age18_Pre_TableS5",5,5,5,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,10,10,5,5,5,5,5,5,10,10,80,"*","*","*",5,5,160,5,160,20,5,"*","*","*","*","*","*","*","*"
"Subject115Age19_Pre_TableS5",5,10,20,40,5,160,40,5,5,5,5,40,5,80,5,5,5,5,40,20,5,5,5,5,5,40,80,5,5,40,5,5,5,5,5,5,5,5,5,5,40,5,5,5,40,5,10,5,5,5,80,5,80,160,80,40,5,10,5,5,5,5,20,"*","*","*",80,5,80,5,160,80,40,"*","*","*","*","*","*","*","*"
"Subject563Age72_Pre_TableS5",5,5,10,320,5,320,20,5,5,20,5,20,5,40,5,5,5,5,80,10,5,5,5,5,5,20,40,5,5,80,5,5,10,5,5,5,5,5,5,5,160,5,5,5,20,5,5,5,5,5,160,5,160,160,40,40,5,5,5,10,20,20,160,"*","*","*",160,5,320,5,1280,160,20,"*","*","*","*","*","*","*","*"
"Subject289Age19_Pre_TableS5",20,5,10,40,5,40,20,5,5,5,5,20,5,40,5,5,5,5,10,10,5,5,5,5,5,20,40,5,5,20,5,5,5,5,5,20,5,5,5,5,40,5,5,5,40,5,5,5,5,5,40,5,80,80,40,20,5,5,5,5,20,20,80,"*","*","*",40,5,160,5,320,80,40,"*","*","*","*","*","*","*","*"
"Subject562Age60_Pre_TableS5",80,5,5,5,10,10,5,5,10,5,5,20,5,20,5,5,5,5,5,10,5,20,5,5,10,20,10,5,5,5,5,5,10,5,5,5,5,40,10,5,5,40,20,20,40,5,5,5,5,10,40,5,10,10,20,5,5,5,5,160,40,160,20,"*","*","*",5,5,20,5,20,20,5,"*","*","*","*","*","*","*","*"
"Subject173Age19_Pre_TableS5",5,20,20,80,5,80,80,5,5,5,5,80,5,160,5,5,5,5,5,40,5,5,5,5,5,80,160,5,5,40,5,5,10,5,20,40,5,5,5,5,40,5,5,5,40,5,10,5,5,5,40,5,80,160,80,40,5,40,5,10,20,20,160,"*","*","*",80,5,320,5,320,160,80,"*","*","*","*","*","*","*","*"
"Subject552Age70_Pre_TableS5",5,5,10,80,5,160,10,5,5,5,5,160,5,20,5,5,5,5,80,10,5,5,5,5,5,20,10,5,5,80,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,80,5,160,160,10,80,5,5,5,5,5,5,10,"*","*","*",160,5,40,5,160,80,10,"*","*","*","*","*","*","*","*"
"Subject82Age19_Pre_TableS5",5,10,20,40,5,80,80,5,5,5,5,160,5,160,5,5,5,5,20,20,5,5,5,5,5,80,160,5,5,40,5,5,5,5,5,20,5,5,5,5,80,5,5,5,40,5,10,5,5,5,80,5,80,80,80,20,5,10,5,5,40,10,160,"*","*","*",40,5,160,5,320,80,40,"*","*","*","*","*","*","*","*"
"Subject555Age67_Pre_TableS5",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"*","*","*",5,5,10,5,5,5,5,"*","*","*","*","*","*","*","*"
"Subject230Age19_Pre_TableS5",5,5,5,20,5,20,10,5,5,5,5,10,5,20,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,20,5,20,40,20,5,5,5,5,5,10,10,80,"*","*","*",10,5,160,5,160,40,5,"*","*","*","*","*","*","*","*"
"Subject546Age72_Pre_TableS5",20,40,40,320,5,320,160,5,10,10,10,80,5,320,5,5,10,5,160,80,10,5,10,10,5,80,160,5,10,80,5,5,10,5,5,10,5,5,5,5,40,5,10,5,80,5,5,5,5,5,160,5,320,320,160,160,5,40,10,40,10,40,20,"*","*","*",160,10,160,5,640,160,160,"*","*","*","*","*","*","*","*"
"Subject541Age62_Pre_TableS5",5,5,10,20,5,40,40,10,20,20,10,20,5,40,5,5,20,5,10,10,20,5,5,5,5,20,40,10,20,10,10,5,20,5,5,10,5,10,5,5,20,5,10,5,20,5,10,10,5,5,40,10,40,40,40,20,5,5,20,80,10,20,10,"*","*","*",20,40,20,5,160,80,20,"*","*","*","*","*","*","*","*"
"Subject564Age72_Pre_TableS5",20,20,40,160,20,320,160,20,20,10,20,80,20,320,10,20,10,5,160,80,20,10,10,5,20,160,160,5,5,80,10,10,20,10,10,20,10,20,5,5,80,10,20,5,80,5,20,10,10,5,320,5,320,320,160,160,20,40,5,80,10,80,20,"*","*","*",160,10,40,5,80,40,160,"*","*","*","*","*","*","*","*"
"Subject567Age66_Pre_TableS5",5,5,10,40,5,80,40,5,10,5,5,20,5,80,5,5,10,5,10,10,5,5,5,5,5,20,40,5,5,20,5,5,20,5,5,5,5,5,5,5,10,5,5,5,20,5,10,5,5,5,40,5,80,40,40,20,5,5,5,80,10,40,80,"*","*","*",40,10,160,5,40,20,20,"*","*","*","*","*","*","*","*"
"Subject560Age62_Pre_TableS5",10,20,20,160,5,320,80,10,5,5,10,40,20,160,5,5,5,5,80,40,5,5,5,5,5,80,160,5,5,80,10,5,10,5,10,5,5,5,5,5,80,5,5,5,80,5,5,5,5,5,160,5,320,320,80,160,5,20,5,20,10,20,160,"*","*","*",160,5,160,5,320,160,80,"*","*","*","*","*","*","*","*"
"Subject559Age64_Pre_TableS5",10,5,5,80,5,80,20,5,10,5,5,20,5,40,5,5,5,5,20,10,10,5,5,5,5,10,20,5,5,40,5,5,10,5,5,5,5,10,5,5,80,5,10,5,20,5,5,5,5,5,80,5,80,80,40,40,5,5,5,80,40,160,160,"*","*","*",80,5,320,5,320,80,20,"*","*","*","*","*","*","*","*"
"Subject545Age70_Pre_TableS5",20,10,40,640,5,640,80,20,10,10,160,40,40,160,10,5,10,5,320,5,160,5,20,5,5,80,160,5,10,320,20,10,10,5,10,5,10,5,5,5,320,5,5,5,40,5,40,40,20,5,640,5,640,1280,80,320,10,20,5,640,40,320,160,"*","*","*",640,10,80,10,80,20,160,"*","*","*","*","*","*","*","*"
"Subject265Age20_Pre_TableS5",5,5,10,40,5,80,40,5,10,5,5,20,5,80,5,5,10,5,10,10,5,5,5,5,5,40,80,5,5,20,5,5,5,5,5,20,5,5,5,5,40,5,5,5,40,5,5,5,5,5,40,5,80,80,40,20,5,10,5,5,5,5,80,"*","*","*",40,5,160,5,160,80,40,"*","*","*","*","*","*","*","*"
"Subject282Age21_Pre_TableS5",5,5,5,10,5,20,10,5,5,5,5,10,5,20,5,5,5,5,5,5,5,5,5,5,5,10,20,5,5,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,5,10,5,20,20,20,5,5,5,5,5,5,5,80,"*","*","*",10,5,160,5,160,80,5,"*","*","*","*","*","*","*","*"
"Subject245Age18_Pre_TableS5",5,5,10,80,5,40,40,5,20,10,5,20,5,80,5,5,10,5,10,10,5,5,5,5,5,40,80,10,5,20,5,5,10,5,5,10,5,10,5,5,20,5,5,5,40,5,10,5,5,5,40,5,80,80,80,20,5,10,5,5,10,10,80,"*","*","*",40,10,160,5,320,160,40,"*","*","*","*","*","*","*","*"
"Subject547Age65_Pre_TableS5",5,160,320,1280,5,1280,1280,5,10,10,5,320,5,1280,5,20,10,5,640,320,5,5,20,5,5,640,1280,5,5,640,5,5,5,5,5,40,5,5,5,5,160,5,5,5,320,5,5,5,10,5,1280,5,1280,1280,640,1280,5,320,10,80,5,5,20,"*","*","*",1280,5,320,5,1280,320,1280,"*","*","*","*","*","*","*","*"
"Subject568Age73_Pre_TableS5",20,10,20,80,5,160,160,5,5,5,5,80,5,160,5,5,5,5,40,40,5,5,5,5,5,80,160,5,5,40,5,5,5,5,5,20,5,5,5,5,40,5,5,5,80,5,5,5,5,5,160,5,160,160,160,80,5,20,5,40,20,40,40,"*","*","*",160,5,40,5,80,80,160,"*","*","*","*","*","*","*","*"
"Subject536Age64_Pre_TableS5",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,"*","*","*",5,5,10,5,5,5,5,"*","*","*","*","*","*","*","*"
"Subject302Age22_Pre_TableS5",5,5,5,20,5,20,5,5,10,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,10,5,20,20,10,5,5,5,5,5,20,10,80,"*","*","*",10,5,160,5,80,10,5,"*","*","*","*","*","*","*","*"
"Subject259Age19_Pre_TableS5",5,10,10,40,5,80,40,5,5,5,5,40,5,40,5,5,10,5,20,20,5,5,5,5,5,20,40,5,5,20,5,5,5,5,5,10,5,5,5,5,40,5,5,5,20,5,5,5,5,5,40,5,80,80,40,40,5,10,5,5,10,5,40,"*","*","*",40,5,80,5,80,40,20,"*","*","*","*","*","*","*","*"
"Subject556Age64_Pre_TableS5",5,20,40,80,10,320,160,20,20,40,10,40,20,320,5,10,20,5,160,40,20,5,20,5,5,160,320,20,20,80,10,10,40,5,10,20,5,5,5,5,80,5,5,5,80,5,20,10,10,5,320,5,320,320,160,160,5,40,10,40,5,40,5,"*","*","*",320,20,5,20,40,10,160,"*","*","*","*","*","*","*","*"
"Subject544Age64_Pre_TableS5",5,5,5,10,5,10,10,5,10,5,5,5,5,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,10,5,20,10,20,5,5,5,5,5,5,5,5,"*","*","*",10,5,20,5,40,5,5,"*","*","*","*","*","*","*","*"
"Subject203Age30_Pre_TableS5",5,5,5,5,5,20,10,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,5,10,5,20,20,20,5,5,5,5,5,10,5,40,"*","*","*",10,5,40,5,10,5,10,"*","*","*","*","*","*","*","*"
"Subject553Age60_Pre_TableS5",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,10,40,5,"*","*","*",5,5,10,5,20,10,5,"*","*","*","*","*","*","*","*"
"Subject557Age64_Pre_TableS5",10,10,20,40,5,160,80,5,10,5,5,40,5,160,5,5,5,5,80,20,5,5,5,5,5,40,80,5,5,40,5,5,10,5,5,5,5,5,5,5,40,5,5,5,40,5,10,5,5,5,80,5,160,160,80,40,5,20,5,5,5,5,20,"*","*","*",80,5,40,5,40,10,80,"*","*","*","*","*","*","*","*"
"Subject538Age65_Pre_TableS5",20,40,80,160,5,320,320,10,20,20,20,80,10,640,5,10,20,5,160,80,10,10,20,5,10,160,320,20,10,80,10,10,20,10,10,5,10,10,10,5,40,10,5,5,160,5,20,5,10,5,320,5,320,320,320,160,5,80,10,20,5,10,5,"*","*","*",320,20,20,10,80,40,320,"*","*","*","*","*","*","*","*"
"Subject112Age22_Pre_TableS5",5,5,5,40,5,40,20,5,5,5,5,10,5,40,5,5,5,5,5,5,5,5,5,5,5,20,40,5,5,10,5,5,10,5,5,5,5,5,5,5,20,5,5,5,20,5,10,5,5,5,20,5,40,20,20,5,5,5,10,10,160,80,80,"*","*","*",20,5,80,5,80,40,20,"*","*","*","*","*","*","*","*"
"Subject554Age65_Pre_TableS5",20,5,40,40,5,40,10,10,20,10,20,10,5,20,5,5,10,10,10,10,20,10,10,10,10,20,10,10,10,20,10,5,10,5,10,5,5,5,5,5,40,10,20,5,20,5,10,20,5,5,40,20,40,80,20,20,10,5,10,5,5,10,10,"*","*","*",40,20,80,5,80,10,10,"*","*","*","*","*","*","*","*"
"Subject533Age69_Pre_TableS5",5,5,40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,5,5,5,"*","*","*",5,5,5,5,5,5,5,"*","*","*","*","*","*","*","*"
"Subject86Age21_Pre_TableS5",5,5,5,10,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,5,80,"*","*","*",5,5,160,5,160,40,5,"*","*","*","*","*","*","*","*"
"Subject543Age74_Pre_TableS5",10,40,40,160,5,160,160,5,20,5,5,80,5,320,10,10,5,5,80,80,5,5,20,5,5,160,160,5,5,40,5,10,20,5,10,5,5,10,5,5,10,5,5,5,80,5,40,5,10,5,160,5,160,160,160,80,5,40,5,10,160,160,80,"*","*","*",160,5,40,10,80,20,160,"*","*","*","*","*","*","*","*"
"Subject534Age69_Pre_TableS5",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,"*","*","*",5,5,10,5,10,5,5,"*","*","*","*","*","*","*","*"
"Subject106Age19_Pre_TableS5",5,5,10,160,5,160,40,5,10,5,5,40,5,40,5,5,5,5,40,10,5,5,5,5,5,40,40,5,5,80,5,5,5,5,5,10,5,5,5,5,160,5,5,5,20,5,5,5,5,5,80,5,160,160,40,80,5,5,5,20,80,80,320,"*","*","*",80,5,320,5,320,80,40,"*","*","*","*","*","*","*","*"
"Subject228Age22_Pre_TableS5",5,10,20,80,5,160,40,10,10,5,10,10,5,40,5,5,5,5,40,10,10,5,5,5,5,10,20,5,5,40,5,5,5,5,10,10,5,5,5,5,160,5,5,5,20,5,5,10,5,5,80,5,160,160,40,80,10,20,5,10,80,40,160,"*","*","*",80,5,320,5,320,160,40,"*","*","*","*","*","*","*","*"
"Subject56Age19_Pre_TableS5",5,5,10,20,5,40,40,5,10,20,5,40,5,80,5,5,10,5,10,20,5,5,5,5,5,40,80,10,10,10,5,5,20,5,5,10,5,5,5,5,10,5,5,5,40,5,10,5,5,5,20,5,40,40,40,10,5,10,10,5,5,5,20,"*","*","*",20,10,80,5,80,20,40,"*","*","*","*","*","*","*","*"
"Subject542Age67_Pre_TableS5",5,5,10,80,5,80,40,5,5,20,5,20,5,40,5,5,5,5,20,10,5,5,20,5,5,20,40,10,10,40,5,10,40,5,5,5,5,5,5,5,20,5,5,5,20,5,10,10,10,5,80,5,80,80,40,20,5,10,5,40,160,160,160,"*","*","*",40,5,160,20,160,80,20,"*","*","*","*","*","*","*","*"
"Subject257Age19_Pre_TableS5",5,5,5,20,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,10,5,20,20,10,5,5,5,5,5,5,5,80,"*","*","*",10,5,80,5,160,20,5,"*","*","*","*","*","*","*","*"
"Subject551Age62_Pre_TableS5",40,5,10,20,5,40,20,5,10,5,5,20,5,40,5,5,5,5,20,10,5,5,5,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,20,5,5,5,10,5,5,5,5,5,40,5,40,40,40,20,5,5,5,40,10,20,10,"*","*","*",40,5,20,5,40,20,20,"*","*","*","*","*","*","*","*"
"Subject189Age19_Pre_TableS5",5,5,5,10,5,10,5,5,5,5,5,40,5,20,5,5,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,10,5,10,20,20,5,5,5,5,5,5,5,40,"*","*","*",5,5,80,5,80,20,5,"*","*","*","*","*","*","*","*"
"Subject532Age64_Pre_TableS5",5,5,10,20,5,40,20,5,5,5,5,20,5,40,5,5,5,5,10,10,5,5,5,5,5,20,40,5,5,20,5,5,10,5,5,5,5,5,5,5,20,5,5,5,20,5,5,5,5,5,40,5,40,40,40,20,5,5,5,10,5,10,5,"*","*","*",20,5,20,5,80,10,20,"*","*","*","*","*","*","*","*"
"Subject51Age21_Pre_TableS5",40,10,10,80,5,80,40,5,10,10,5,40,5,160,5,5,10,5,10,20,5,10,5,5,5,40,80,10,5,40,5,10,20,5,5,20,5,10,10,5,40,10,5,5,40,5,10,5,5,5,40,5,80,160,80,20,5,10,5,5,10,10,80,"*","*","*",40,5,160,5,160,80,40,"*","*","*","*","*","*","*","*"
"Subject561Age66_Pre_TableS5",5,20,20,160,5,160,80,5,5,5,5,40,5,160,5,5,5,10,80,40,5,5,10,5,5,80,160,5,5,80,5,5,10,5,10,10,5,5,5,5,160,5,5,5,40,5,10,5,10,5,160,5,320,320,80,160,5,40,5,5,40,40,40,"*","*","*",320,5,160,5,320,160,80,"*","*","*","*","*","*","*","*"
"Subject535Age63_Pre_TableS5",20,5,10,5,5,20,40,5,10,10,5,10,5,80,5,5,5,5,5,10,5,10,5,5,5,20,40,5,5,5,5,5,10,5,5,10,5,10,5,5,5,5,5,5,20,5,10,5,5,5,10,5,20,20,40,5,5,10,5,5,10,40,10,"*","*","*",10,5,5,5,10,5,40,"*","*","*","*","*","*","*","*"
"Subject156Age20_Pre_TableS5",5,20,20,80,5,160,160,5,10,5,5,20,5,320,5,5,5,5,20,20,5,5,5,5,5,160,320,10,5,40,5,5,10,5,5,40,5,5,5,5,160,5,5,5,80,5,10,5,5,5,160,5,160,320,160,80,5,10,5,20,40,10,80,"*","*","*",80,5,320,5,320,160,80,"*","*","*","*","*","*","*","*"
"Subject537Age62_Pre_TableS5",5,5,5,5,5,5,5,5,5,5,5,40,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,10,5,5,5,"*","*","*",5,5,5,5,5,5,5,"*","*","*","*","*","*","*","*"
"Subject129Age20_Pre_TableS5",20,10,20,80,5,160,80,5,80,40,5,40,10,160,5,5,20,5,20,40,5,20,10,5,5,80,160,40,20,40,5,20,40,10,10,40,10,40,10,5,80,20,5,5,80,5,40,5,5,5,80,5,160,160,80,40,5,20,5,5,20,10,160,"*","*","*",80,20,160,10,160,80,80,"*","*","*","*","*","*","*","*"
"Subject540Age69_Pre_TableS5",5,5,5,20,10,20,20,5,20,5,5,10,5,20,5,5,5,5,20,10,5,5,5,5,5,10,20,5,5,10,5,5,5,5,5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,5,20,10,20,20,20,10,5,5,5,40,10,40,20,"*","*","*",20,5,20,5,40,10,10,"*","*","*","*","*","*","*","*"
"Subject204Age20_Pre_TableS5",20,40,40,160,5,640,320,5,10,20,5,80,20,320,10,20,5,5,160,80,5,5,20,5,5,160,320,10,20,160,5,10,40,10,20,40,10,5,5,5,160,5,5,5,160,5,40,5,20,5,320,5,640,640,320,160,5,80,5,5,20,5,80,"*","*","*",320,5,80,20,160,80,320,"*","*","*","*","*","*","*","*"
"Subject570Age64_Pre_TableS5",20,10,20,40,5,80,40,5,40,5,5,40,5,80,5,5,40,5,20,20,10,5,5,5,5,20,20,5,5,40,5,5,5,5,5,5,5,10,5,5,80,5,5,5,10,5,5,5,5,5,40,5,80,80,80,40,10,10,20,80,20,40,160,"*","*","*",40,40,160,5,160,160,40,"*","*","*","*","*","*","*","*"
"Subject172Age20_Pre_TableS5",20,40,80,320,10,320,320,5,20,20,5,160,80,640,10,5,10,10,80,160,5,10,10,5,10,320,640,10,10,160,5,10,40,10,40,160,20,10,5,5,160,5,10,10,160,5,80,5,10,20,320,5,640,640,320,160,5,80,20,5,10,5,160,"*","*","*",320,10,320,10,640,640,640,"*","*","*","*","*","*","*","*"
"Subject193Age20_Pre_TableS5",5,10,20,40,5,160,80,5,10,10,5,40,5,160,5,5,40,5,40,40,5,5,5,5,5,80,160,10,5,40,5,5,10,5,10,10,5,5,5,5,40,5,5,5,40,5,10,5,5,5,80,5,160,160,80,80,5,20,5,5,10,5,40,"*","*","*",80,5,40,5,80,40,80,"*","*","*","*","*","*","*","*"
"Subject565Age69_Pre_TableS5",5,5,10,20,5,40,20,5,5,5,5,10,5,20,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,5,10,5,5,5,5,5,20,5,40,40,20,40,5,5,5,10,40,20,80,"*","*","*",10,5,80,5,160,80,5,"*","*","*","*","*","*","*","*"
"Subject158Age19_Pre_TableS5",5,5,5,20,5,20,5,5,5,10,5,10,5,10,5,5,5,5,5,5,5,5,5,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,5,5,5,5,10,5,20,10,20,5,5,5,5,10,40,20,160,"*","*","*",10,5,160,5,160,40,5,"*","*","*","*","*","*","*","*"
"Subject531Age61_Pre_TableS5",5,5,5,10,5,80,10,5,5,5,5,5,5,20,5,5,5,5,10,40,5,5,5,5,5,80,20,5,5,10,5,5,10,5,5,5,10,5,5,5,20,5,5,5,80,5,10,5,20,5,160,5,80,80,20,20,5,5,5,40,5,10,5,"*","*","*",40,5,5,5,10,5,20,"*","*","*","*","*","*","*","*"
"Subject136Age24_Pre_TableS5",20,5,10,10,5,160,80,5,10,10,5,80,5,160,5,5,5,5,20,20,5,5,5,5,5,80,160,10,5,40,5,10,20,5,5,20,5,5,10,5,40,5,5,5,40,5,10,5,5,5,80,5,160,160,80,40,5,10,5,40,10,5,80,"*","*","*",80,5,160,5,160,80,80,"*","*","*","*","*","*","*","*"
"Subject222Age22_Pre_TableS5",5,5,5,40,5,40,5,5,5,5,5,5,5,10,5,5,10,5,5,5,5,5,5,5,5,5,10,5,5,20,5,5,5,5,5,5,5,5,5,5,20,5,5,5,5,5,10,5,5,5,20,5,40,40,10,5,5,5,5,10,160,160,160,"*","*","*",20,5,80,5,40,20,5,"*","*","*","*","*","*","*","*"
